x,y
663,-3297.75
776.75,-3281.5
-1431.667372,-1653.66655
-1426.666396,-1647.166184
-553.4998047,298.6678911
1601.499805,-3840.666534
-1157.332823,-1785.165436
73.66678667,-1996.166794
74.33279228,-2027.666778
94.5,-2002.000366
11.58360386,-2233.166245
-7.941615823,-2203.092001
-13.6662314,-2663.665681
108.1663961,-2075.499634
111.0009763,-2073.332109
33.6662314,-2180.332109
325.7496095,-2657.918066
369.6672077,-2783.666443
367.4996095,-2788.16972
371.3331828,-2786.835782
368.3337991,-2792.504024
371.3316207,-2792.336499
379.1665914,-2917.833938
104.1668172,-2223.832733
125,-2311.166778
1250.122236,-630.153274
2018.5,-1801.5
2022.5,-1800.5
1924,-2673.5
1932.5,-2686.5
1914.5,-2687
592,-3156.501097
520.5,-3096.5
870.3335886,-1710.999634
467,-3175.000732
-1433.948645,-2201.585051
-1416.166817,-2203.001097
946,-3358
236.5,-2491.5
51,-2290.5
-667.9980474,51.33431899
-335.5,-2058
-328.5,-2055
-314.4992189,-2021.833572
146,-795.5
134,-807.5
133,-813
143,-818
-411.5,-3203
-325.5,-3178.5
-433,-3078
-416,-3048.5
-1262,-1752.5
-895.5,-894.6671747
-895.0007811,-2416.833206
-770.0001953,-2411.833572
190.3331828,-964.1660773
171.9994142,-964.8328481
86.1662314,-2177.666413
-721.4998047,-1273.833953
571.0005858,-1817.16533
1370.564437,-2067.101695
2339.332823,-2326.833191
2344.833018,-2325.833222
-1949.25,-1779.25
-1945.916404,-1777.332482
-1949.5,-1762.333938
-1958.666982,-1764
1539.000195,-2444.166778
1870.166982,-2537
1680.666591,-1956.333222
2932.166607,-3811.167144
318.5,-4501.5
-1427.5,-1724
-1392.5,-1718
-1775.165615,-1589
-1766.999609,-1573.666656
-1769.999805,-1568.666672
-1839.081636,-1809.001646
-1202.166787,-1111.833344
-1077.333213,-276
-1073.333213,-273.3333282
-1087.666591,-262.5
-162.8320417,-2692.666672
-868.5003905,-2465.166687
-403.8308396,168.6666565
-410.6652551,140
-352.4998047,139.6666565
-381.9456188,92
-370.4433732,122
-344.1658103,140.3333282
-363.3332133,158.5
-365.8336039,198.1666718
-474.1668172,193
-475.5,168.8333435
-485.8332133,163
-473.6660056,173.3333435
-500.6662314,158.6666565
-542.4998047,143.5
-568.6669819,205.1666565
-623.5,193.1666565
-653.3334086,161.6666718
-712.8350531,200.8361953
-859,178.5
-850,180.3332063
-877.3332133,216.3333282
-852.1652246,221.166687
-869.1644588,215.5000305
-876.0001953,264.5
-879.4996095,271.1666565
-800.4998047,357.1667784
-804.6662161,347.7474393
-799.333491,345.166245
-1102.666411,474.5
-1265.666817,406.8333435
-1303.666231,413.1666565
-1330.000195,378
-1257.332823,293.5
-1198.166427,235
-1080.832237,279.6666565
-1086.5,270.5
-946.2500976,-136.4145367
-954.1661185,-151.250183
-949.9995118,-150.8332672
-964.5001953,-179
-1026.832628,-194.1666718
-1039.333213,-147
-1058.5,-99
-1060.166591,-94.5
-1055.16747,-152.5810115
-1037.833183,-225.5
-962.1675677,-140.6675177
-1777.916411,-1553.835043
-1784.418462,-1555.998171
-1770.334858,-1540.419339
-672.3341744,-505.3333435
2370.709354,-3272.999985
916.9998047,-1638
920.6671772,-1634.166672
923.1658103,-1637.666656
-1366.833409,-1654.5
-611.9998047,-3152.833328
1289.995899,-3144.828451
540.1665914,-1818.166794
545.3332133,-1815.666778
542.9167043,-1825.750366
547.9998047,-1821.667159
2345.166787,-3042.166413
2543.499609,-2674.334304
2551.999805,-2671.334304
2545.833213,-2664.500366
2557.666817,-2658.001829
2773.557408,-2582.59383
1620.167372,-3397.33467
2392.834971,-4177.333572
-1140.333686,-2852.662762
-1136,-2842
-1952.166787,-1728.999268
-1935.166201,-1741.332124
-1552.449524,-1288.5995
-1541.947474,-1289.099317
-1390.932145,-1219.101329
-1408.832905,-1219.332718
-1353.091414,-1208.438575
-1356.092,-1191.94461
-1277.281258,-1186.092184
-460.7670186,218.3972076
-465.2678973,219.3968418
-465.2678973,219.3968418
-466.4389797,141.9037922
-685.3335886,165.6653305
-583.5003905,372.5
-614.667403,385.8324899
-34.99980474,-59.33505061
-91.16600561,-177.5014632
-96.00097632,-168.0007316
-100.0019526,-231.3321089
-94.66932511,-240.5043897
-260.332237,-923.3313773
-524.1658103,-1082.99561
-521.1662314,-1077.996708
555.5001953,-1840.667144
1395.666817,-1935.66751
2683.332823,-4506.666428
3545.999219,-4362.497439
3566.500976,-4382.322217
3583.16545,-4367.830295
539,-4114
553.5001953,-4106.331194
617,-4129
723.5,-4244
757,-4278.5
778.5,-4359
765.5,-4361.5
739.5,-4350.5
707,-4395
682,-4469.5
780.5,-4402
671,-4700.5
730.6671772,-4483.165696
714.5,-4423.5
723.5,-4320.375
667,-4357.5
685,-4397
625,-4386
586.5,-4360.5
571.5,-4352
502,-4179
568,-4160
455.6667867,-4141.333587
460.8331828,-4148.166794
465.5,-4132
418.5,-4224.5
545,-4426.5
547,-4491.5
512.5,-4480.5
501,-4449.5
513,-4437
625,-4515
626,-4553.5
667.5,-4517.5
672,-4513.5
590,-4621
582,-4727
479,-4677
459,-4678.5
354.5,-4707
328,-4709
247.5,-4713
93.5,-4784
80.5,-4692.5
43,-4678.5
27.5,-4689
-9.5,-4634.5
132,-4658
189.5,-4604
198,-4598.5
340,-4632
334.5,-4627.5
458.5,-4612.5
482.5,-4604
339,-4564
225,-4609
283,-4570.5
291.5,-4556.5
521.5,-4472
526,-4583
563.5,-4603.5
546,-4583
458.5,-4627.5
218.3278283,-4570.829365
231.5,-4550
150.5001953,-4495.333953
60,-4538
-270.5,-4538
-120,-4382
-45,-4286.5
-107,-4211
-81,-4208
-57.5,-4214.5
-69,-4237
56,-4345.5
61,-4259.5
2.5,-4256.5
16,-4239.5
80,-4199.5
108,-4119
35,-4130
92,-4052
220,-4100.5
264,-4101
363,-4033.5
357.5,-3948.5
190,-3895.5
64,-4080.5
-241,-4295
-318,-4203
2429.499414,-3903.501097
132,-4109
136.8378997,-4149.334852
175.5,-4135
245,-4132.5
226.5,-4168.5
196,-4196.5
203.5,-4172.583587
193.1592019,-4151.829548
167.1545826,-4167.820403
381.2554186,-4147.911025
364.5,-4130
393,-4184
507.6688522,-4488.834128
481.5,-4524.5
564.3324323,-2252.329548
1765.166427,-3739.333953
1893.5,-2754
1904.5,-2714.5
1917.5,-2708
1981,-2713
1947,-2715.5
1863,-2764
2023,-2719.5
2020.5,-2692
2058.5,-2670.5
2042.5,-2575.5
2073,-2555
2085,-2532
2095,-2510.5
2085,-2477
2079,-2476.5
2078.5,-2487.5
2070,-2460
2035,-2384.5
1978,-2418.5
1967.833409,-2428.333191
1968,-2424.666443
1972,-2566
1928.5,-2586
1866,-2582
1871,-2592.5
1888.5,-2505.5
1892,-2508.5
1931.5,-2632.5
1907,-2640.5
1959,-2634
-905.936246,-885.0729789
-923.3333781,-898.3335874
1862.5,-2448
1870,-2443.5
1902,-2392
1934,-2324
-416.9349768,-2226.89797
1106.332988,-2123.833572
1099.049793,-2123.085416
1359.666817,-2064.166047
1357.666787,-2031.998903
1479,-2377
1485,-2332.5
1471.666231,-2269.333222
1475.5,-2270
1490.5,-2290.5
1487,-2263.5
1394.5,-2175
1317,-2162
1277,-2139
1273.5,-2145
1358.5,-2053.5
1422.5,-2198.5
1435.5,-2060.5
1413,-2041.5
1362,-2022.5
1409.5,-1965.5
1247,-1983.5
1200.5,-2000
1205.5,-1997
1140,-1958
1110,-1931
1113,-1942
1156,-1957
1157,-1960.5
1164.5,-2009.5
1142.5,-2043
1018,-2064
1040.5,-2037.5
1018.5,-2009
978.5,-1999
1058,-2073.5
1042.5,-2093.5
991,-2154.5
987,-2138.5
984,-2274.5
1047.5,-2306.5
1080.5,-2348.5
1109.5,-2339.5
1164.5,-2151
1183.5,-2122.5
1125.5,-2530.5
-470,-1027.5
-459.75,-1026
-454.4994142,-1142.167159
-423.6667867,-1152.168257
-427.1663961,-1143
-432.1665914,-1144.000366
-433.6658103,-1149.670802
2689.25,-3443.084007
2624.999805,-4047.666428
2651.163077,-4046.672281
2654.833213,-4049.66751
1257.5,-2624.5
1332.5,-2614
1256.5,-2472.5
1240.5,-2338
1271,-2478
51.83301807,-1679.167876
12.5,-1685.167876
1772.500195,-3461.833587
1677.833198,-3314.833953
1680.000391,-3344.16751
2696.836307,-3691.329929
1783.333604,-3927.667144
1713.666591,-3884.000366
2827.000195,-4680.333222
2707.002831,-4377.592608
2685.666787,-4334.667525
2555.166427,-4301.834685
2560.666982,-4314.333222
2008.07342,-4200.592916
2816.161905,-3643.001097
1140.667177,-3356.833328
1038.5,-3326.333572
901.4998047,-3143.333191
1042.333604,-3074.167159
-1947.935856,-1727.608462
-1946.166622,-1901.166428
-1754.332823,-1734.166794
2478.167208,-2654.166413
2670.500195,-2682.501463
2589.833213,-2748.167159
2561.334385,-2735.500366
1299,-2638.5
1308.5,-2680.5
1284,-2628
1366,-2607
1420,-2672
1618,-2621
1533.5,-2668
1401,-2792
1457,-2781.5
1492,-2801
1559,-2799.5
1677.5,-2836.5
1754,-2802.5
1762.5,-2791
1849,-2824
1575,-2512.5
1584.5,-2551.5
1581,-2553
1581.5,-2554
1638,-2586.5
844,-3100.5
821,-3104
832.5,-3074
-410.3328228,-2230.833572
116.9998047,-1656.000366
98.16719246,-1670.332841
118.5832545,-1651.833397
-437.6660056,-1276.333557
-1572.33419,-2343.334288
67.5,-1998
-937.1671772,-1828.830295
1899,-2661.5
1679.000195,-2858.335035
1367.5,-2725
1435.5,-2731.5
1681,-2172
1858.5,-2325.5
1734.5,-2314
1852,-1946
1847,-1942
1851,-1946
1880.5,-1962.5
1843,-1939
1852.5,-1943.5
1849,-1941.5
1837,-1947.5
1841,-1947
1773,-1932.5
2044,-2266.5
2047.5,-2155
2017.5,-2240.5
2028.5,-2308
2106,-2358.5
2099.5,-2287
2111.5,-2256.5
2178.5,-2286
2260,-2146
2221.5,-2088
2220.5,-2085.5
2210,-2099.5
2152,-2084
2096.5,-1964
2262.5,-1874
2147.5,-1840
2079.5,-1845.5
2096.5,-1745
2109,-1699
2128.5,-1539.5
1758.5,-1691
1789,-1731.5
1727,-1745.5
1677,-1757.5
1629,-1742
1613.5,-1726
1610.5,-1690.5
1682,-1800.5
1812.5,-2204
1814,-2204
1782.5,-2081
-940,134
-988,153
-1012,167
-993,173.5
-1070.5,211.5
-1174,151
-1197,184.5
-1252.333409,186.5
-1251.999414,199.8332063
-1259.498828,196.6671595
-1249.832432,198.9959914
-1370.5,69
-1187.5,-90
-1175.5,-77
-1142.5,-6.5
-1097,-31
-996.5,86
-954.8259733,140.496159
-991,130
-960.3311631,129.836148
-950.3324994,158.0813925
-1054.5,153.5
-1070,114
-1163.5,71.5
-1219,23.5
-1139,43
-1100,39.5
-916.5,130.5
-983.5,20.5
-1007,-8.5
-944.5,527.5
-951.8328075,503.6645291
-1110,533
-1156,485.5
-1246,473.5
-1251,550
-1074,452.5
-1069.5,406.5
-1090.5,403.5
-1162,218.5
-1186,275
-1227.5,369
-1135,381
-1044.5,287
-1042,289.5
-1070,315.5
-1166,439.5
-1142,439
-1153.5,438.5
-1165.5,447.5
-966.5,352
-958.5,461
-933,436
-788.3331828,361.4996342
-815.5,340.5
-823,350.5
-754.997071,241.1675101
-885.5,298.5
-894,296
-720,393.5
-700,404.5
-674.5,448.5
-684,455.5
-667,455.5
-646,390
-636,338
-666.5,273.5
-746.5,362
-763,436.5
-479.1671772,-3009.833587
-461.1660056,-2998.000366
839.4998047,-1631.166413
842.9998047,-1632.999634
777.4982426,-2681.663136
860.0001953,-2697.167891
-163,-3060
16.5,-3101.5
188.6663961,-2902.167876
3029.062387,-4607.093647
45.66698193,-107.4989026
81.70840097,-78.70793958
1760.000976,-3894.168623
1654.998828,-3465.667175
314.5003905,-2974.501463
396.5009763,-2990.831011
311.6663961,-3064.833923
459.9994142,-3059.167159
459.2439163,-3061.588526
442.3332133,-3046
-170.9329265,-3157.077734
-486.6666219,-3139.333206
-634.4568465,-3144.598037
235.3335733,-2634.669339
-101.1662161,-2686.833938
-58.83428729,-2698.250183
-14.6665914,-2679.500732
-11.33298754,-2679.334319
-19.66662193,-2682
-15.49980474,-2682.667144
-18.76135588,-2683.94333
-17.76116062,-2683.94333
-42.16639614,-2694.001097
-40.83321333,-2690.333938
-39.77033806,-2683.099134
-49.5,-2711.500732
30.3343544,-2714.665712
10.33318281,-2733.833572
38.99980474,-2728.666062
43.16620087,-2725.832109
45.99960947,-2720.998186
-88.50097632,-2682.83467
-79.1665914,-2639.833191
-45.82927751,-2587.01829
63.55418598,-2007.074625
-1045.667012,-2341.835051
-1188.333213,-2427.831728
-1192.833979,-2421.165315
-1178.666006,-2435.334685
-1016.077535,-2599.920635
-953.8333933,-2132.499634
-1122.831831,-2125.333938
-1148.332628,-2112.000732
-1230.456065,-2161.588892
-879.3367281,-987.8152817
-1658.106645,-1327.261157
-1661.458311,-1308.053408
-670.3334086,-1277.834304
-368.7720802,-1187.725323
-434.4515896,-1179.72825
-1501.786335,-1901.737745
-1281.333409,-2048.667891
-1133,-1848.833572
-1141.332823,-1840.333222
-1138.166622,-1840.999634
-1134.833378,-1840.666413
1369.166787,-3550.166413
1195.333784,-3723.333938
1001.000195,-3591
972.3324323,-4078.832841
231.5,-4167.16751
36.50019526,-4205.666794
-18.33321333,-4283.500366
-10.83145595,-4209.501463
-26.49980474,-4217.333222
6.057017324,-4220.761157
-0.94434953,-4225.259511
-11.83321333,-4244.667159
-11.99980474,-4240.000732
-4.167177198,-4338.500366
66.33360386,-4268.83249
126.0831081,-4279.751909
2058.666982,-3816.166778
2055,-3802.333557
2044,-3812
2041.166997,-3795.166809
2043.999609,-3799.16751
2044.5,-3794.833587
2512.666817,-3074.66751
2484.166622,-3077.667159
2488.570002,-3078.099866
2312.998828,-3128.498537
2315.665615,-3123.998903
2236.369841,-3145.59165
2230.166622,-3148.333587
2158.666982,-3201.501097
2128.500586,-3246.667144
2089.000976,-3248.667144
2056.999609,-3329.833222
2045.333378,-3281.667175
1978.055943,-3359.588709
2486.5,-3010.832841
2451.057731,-3035.07935
2450.557634,-3030.081179
2361.166591,-2902.833206
2364.166591,-2903.333572
2370.333378,-2909.33249
2377.000586,-2922.498537
2368.833604,-2919.833572
2367.5,-2923.167159
2356,-2925.5
2351.499414,-2913.832841
2350.333604,-2922.167159
2157.999219,-3008.001463
2125.333018,-3039.166413
2121.666787,-3039.666778
2094.333018,-3009.000366
2104.000586,-3082.333938
2009.5,-3129.666413
1931.499805,-3235.5
2034.5701,-3251.408182
2033.499805,-3248.500732
1899.500586,-3330.834304
1526.500195,-3223.666794
1539.833409,-3258.832459
1546.734348,-3286.099134
1529.5,-3274.500366
1528.66581,-3280.33688
1484.832823,-3375.165681
1053.83419,-3445.166778
1046.999805,-3432.499634
1037.833213,-3428.001097
1025.333213,-3439.166778
1054,-3439.333222
1528.376742,-3819.150348
2391.833213,-4412.500366
2393.833409,-4410.500366
2397.833393,-4531.000732
2419.333213,-4534.167159
2730.499414,-3779.000732
1684.067171,-3305.090538
1709.166591,-3926.667159
1717.001074,-3807.664171
3027.07381,-2600.047555
2730.165975,-3709
34.16424823,-2041.670437
-1502.598053,-2277.606268
-1663.629491,-2365.574076
-1507.098932,-2436.048287
289.0003905,21
67.33321333,-2203.998903
66.87892056,-2188.590401
-758.9728658,-2351.096574
-752.3331828,-2356.000351
-750.6663961,-2354.334319
-750.6665914,-2356.000366
-1794.960557,-2105.573893
-1795.999609,-2099.000366
-1791.999805,-2101
-776.917583,-2316.668914
-774.0840768,-2314.00183
-772,-2316.921491
-770.2501953,-2312.837309
-775.1129912,-2320.906749
-866.3334086,-2502.500732
791.5,-2100.167159
969.3334086,-1720
962.8333781,-1746.333557
965.5,-1747.000366
978.9998047,-1779.666413
944.3335886,-1817.5
904.7021296,-1815.600049
905.3334086,-1819.833587
977.6669819,-1912.501463
980.6668172,-1908.833938
990.8337686,-1921.500366
966.5539907,-1985.094013
963.6667867,-1983.000366
969.3335733,-1983.333572
972.3339944,-1920.169705
1124.666591,-1372.333572
528.4998047,-1399.166047
1776.834159,-429.6664279
1801.832042,-513.8335721
1877.746259,-518.8979698
1858.070198,-494.0872455
1868.499805,-477.3332216
1854.833573,-482.5007316
1882.666591,-508.3335874
1902.56805,-582.0753567
-1078.665841,-1996.333222
-1061.499805,-1985.500732
-1098.333589,-1966.666062
-1108.452355,-1964.557432
-633.6662009,-1757.165696
-721.6665914,-1646.167144
-635.9287283,-1756.578466
-634.1666219,-1757.5
-677.3335733,-1781.166428
-689.8341897,-1786.832825
-557.9374176,-1760.593098
-121.1665914,-1152.667159
-92.49980474,-1174.667144
-40.83321333,-1172.83028
295.5680498,-675.5916352
281.398627,-612.4480551
475.3334086,-1034.666443
474.3334086,-1031.667144
475.0003905,-1049.334654
476.6669819,-1047.500366
629.5855412,-1179.245229
640.8347602,-1182.916778
624.5,-1181.500366
-248.1667867,-603.1667784
-308.4205577,-649.2820083
-441.8336039,-706.5025607
-443.7840066,-741.5797464
-425.2803942,-761.9056518
-392.4423969,-756.0934642
-487.6663961,-835.1686075
-478.6660361,-834.8353859
-482.1662009,-825.8368492
-460.8329875,-709.3339227
-508.9326336,-750.2681075
-497.4466927,-700.6258383
-505.3332133,-707.5003658
-544.6663961,-774.6671442
-531.1658409,-770.6667937
-494.4365389,-785.1020912
-553.9998047,-751.1664126
-561.8331828,-820.5003658
-667.8334086,-950.1678759
-616.3334086,-448.5
-611.6663961,-127.0003658
-530.5,-16.50036581
-503.0001953,34.99853676
-475.6662009,22.16752531
-492.3336039,-10.50073162
-492.9998047,-21.83393793
-363.8328228,13.49890257
-359.3334086,38.83395318
-360.3336039,52.8328405
-365.9996095,50.33395318
783.6667867,-686.3335721
767.8330181,-694.8335721
820.6668172,-681.5
819.5,-675.3335721
814.4002197,-662.2569504
1872,-426.0003658
763.9998047,-2423.500732
-743.9451306,-2459.095476
-199.9427874,-1162.577917
-193.3332133,-1167.333953
-193.6668172,-1164.167541
-191.9994142,-1127.166794
-62.1665914,-1296.667144
-48.16662193,-1314.333587
-55.3334086,-1308.666778
-107.0058579,-1360.824808
-88.45001221,-1384.090172
-87.33357334,-1391.001097
-83.6671772,-1389.166428
-94.66639614,-1398.334304
-151.6663961,-1458.500732
-154.6669819,-1483.666794
-151.4998047,-1482.500732
-875.4986331,19.49304963
-850.4998047,183.665681
811.1668172,-1861.500366
816.1667867,-1865.5
858.6663961,-1916.666428
969,-1780.666428
963.3336039,-1782.333938
712.6665914,-2016.333206
710.0001953,-2015.165681
695.9998047,-2010.833572
719.8334086,-1988.000366
724.5,-1985.667159
703.6665914,-1999.666794
700.5,-1997.833206
723.0001953,-4361.500366
719.0003905,-4358.667159
731.3332133,-4493.665315
707.3337686,-4544.833222
702.5003905,-4551.167159
601.9168172,-4727.833031
258.0005858,-4715.333572
58.04774225,-4541.114132
40.49921894,-4547.16751
-6.5,-4411.666778
-1195.833003,-12.3346848
-1191.167208,3.332840503
-1227,11.8328405
-1222.500195,2.332840503
-1239.166997,-13.00182905
-1224.833183,-24.50109743
-1268.247071,157.5045726
-1195.436832,254.4198878
-608.8335886,-3354.333953
-443.5,-3664.5
-447.8332133,-3665.333206
-443.5033195,-3668.168257
-450.8334086,-3681.666413
-442.4996095,-3688.500366
-460.8335733,-3694.499634
-516.6663961,-3615
-516.6666067,-3613.000366
120.8330181,-1497.166428
122.6665914,-1480.500366
-18.45199538,-1809.066029
-17.95189775,-1808.566211
113.8832988,-1824.255487
360.5,-1381.000366
367.6666219,-1381.333938
369.1498292,-1389.483904
388.1670125,-1463.166428
393.8336039,-1466.666413
387.5577984,-1463.090721
429.5835062,-1432.581568
443.4999024,-1442.331019
446,-1426.418066
427.6628966,-1445.335775
-971.1671772,-972.4963419
1312.333183,-3693.332841
1303.666607,-3681.833206
1249.332011,-3654.16602
4024.166622,-3053.833222
4033.5,-3060.333222
4037.166006,-3064.333572
4048.333213,-3085.5
4049.5,-3082.333572
4052.666427,-3090.000366
2204.061801,-2982.113584
2270.666787,-3036.667144
2307.166817,-3061.500732
2343.666817,-3047.333222
2324.666201,-3099.498537
2352.833378,-3200.500366
2359,-3191.833587
2366.000195,-3184.500366
2358.5,-3182.667159
2353.833573,-3186.833572
2349.999805,-3182.500732
2385.832628,-3220.167891
2264.167012,-3253.332825
-1375.5,-1482.833587
-1376.666787,-1491.000366
-1373.003124,-1498.334288
-1376.011521,-1502.497439
-1381.999805,-1501.833587
-1378.333213,-1513.498537
633.3330028,-3295.5
626.1668019,-3294.669354
627.3330028,-3289.333572
492.1669972,-3224.501097
476,-3205.166443
473.6671925,-3201.999634
370.5003905,-3132.835401
369.8332133,-3126.500732
354.0001953,-3156.500366
345.3342797,-3154.496706
365.0507688,-3173.553957
374.8332133,-3169.5
386.1668172,-3183.833572
390.8334086,-3185.333572
402.4998047,-3191.000366
377.8332133,-3201.834304
382.3328228,-3033.501463
386.6665914,-3035.333206
412.6665914,-3055.501098
334.9998047,-3019
331.1669972,-3020.333587
395.1603735,-3167.172997
426.729543,-3183.217123
335.0449567,-3029.93987
333.8339944,-3017.500732
210.5004882,-2907.333938
285.5,-2822.333587
291.8333933,-2816.333938
225.0733219,-2489.592916
229.5005858,-2489.499268
210.25,-2465.084304
184.3330181,-2399.334288
-785.0854589,-2483.429978
-781.5847754,-2483.929795
-783.585166,-2480.930893
-689.5932024,-2399.267711
-680.3330181,-2390.664218
-681.4998047,-2386.833587
-672.0001953,-2388.001097
-684.7514645,-2385.667342
-689.2506834,-2389.416778
-650.3332133,-2458.333572
-611.4991213,-2498.500183
-603.0831004,-2484.58467
-601.9988284,-2465.249268
-607.4162161,-2460.250549
-627.4184464,-2468.419713
-596.8281212,-2466.335401
-593,-2454.500366
-589.4998047,-2392.167144
-579.8332133,-2390.334288
-586.3333781,-2391.834319
-580.3335733,-2384.667541
-603.1665914,-2359.668989
-596.4365084,-2309.940769
-588.4349463,-2308.941135
-604.5001953,-2223.167159
-578.0001953,-2209.990489
-582.4368318,-2191.109926
-580.6665914,-2188.5
-561.8313431,-2207.343632
-612.7250061,-2121.974834
-751.8332133,-1987.000366
-758.8332133,-1987.333222
-826.4992189,-1967.335416
-960.0003905,-1955.666809
-1029.832823,-1037.833222
-1040.166591,-1019.833557
-1263.5,-1056.667876
199.8328228,-392.334319
213.0652184,-368.0808438
167,-637.0003658
171,-636.9992684
177.5609226,-642.0949275
166.6668172,-646.1671595
234.2502929,-1036.831865
312.1665914,-1081.333938
309.9998047,-1091.665696
242.8332133,-1268.833587
263.4998047,-1324
-26.92892361,-1531.081575
-29.5,-1397.000366
2708.833604,-3592.167144
2686.000586,-3521.999634
2691.331651,-3518.995976
2148.333198,-3614.166443
2284.833409,-3636.333953
2308.333213,-3604.333222
2312.333018,-3603.833587
2371.500195,-3592.500366
2398.059946,-3567.100232
2442,-3519.16751
-270.1667867,-1592.833222
-264.5001953,-1590.833222
-216.3332133,-1871.833206
-219.4998047,-1870.166413
-220.8328228,-1863
41.66584087,-2762.16751
47.3328228,-2766.167144
382.5,-1268.999634
385.5,-1269.166413
365.6668172,-1280.5
404.6666219,-1271.66533
420.6667867,-1255.001097
413.3333781,-1295.500366
417.6663961,-1291.833572
488.0001953,-1269.167876
488.3329875,-1252.500366
490.8333781,-1246.833206
-1875.5,-1743.501463
-1882,-1737.833222
-1889.999805,-1731.333938
-1889,-1723.001448
-1847.666427,-1752.666778
-1803.500195,-1766.5
-1784.833378,-1803.000366
-1789.000195,-1788.166794
-1796.833799,-1760.500732
-1798.000391,-1743.834319
-1901.333604,-1801.333572
-1902.832988,-1785.667144
-1907.66542,-1800.33028
-1929.000781,-1774.500366
-2015.166622,-1631.501463
-2069.000586,-1649.333587
-2017.831816,-1674.501097
-2021.999805,-1693.333572
-1908.832792,-1625.999634
-1899.333409,-1643.167144
-1860.666396,-1814.667144
-1877.833604,-1851.666428
-1888.833213,-1876.500366
-1935.166802,-1900
-1931.833393,-1900.166778
-1967.999609,-1856.166794
-2008.166591,-1764.500366
-1995.999805,-1825.500732
-571.9990237,367.3335721
2895.067952,-2577.602427
2892.166787,-2576.833557
2914.666622,-2503.833587
2942.833213,-2638.833587
2946.166622,-2639.333938
2131.698394,-3509.737997
2078.333604,-4258
2750.446425,-4743.930406
2040.38221,-4402.736282
2043.666591,-4402.167159
2748.954142,-4719.438593
2756.952378,-4719.438593
2372.000391,-4163.333206
2445.666787,-4183.332459
2451.333213,-4186.333222
2473.500195,-4200.999634
2797.927149,-4304.200115
2562.452819,-4097.885886
2562.452819,-4092.383071
2551.333573,-3974.666778
2551.755181,-3969.420156
2595.845464,-3916.893306
2598.844803,-3918.394073
2863.433969,-3816.378977
2867.932977,-3822.382048
2443.449291,-3966.38563
2404.333604,-4166.000366
2729.926473,-4110.888956
2722.428126,-4114.891003
2715.829606,-4119.493348
2710.330818,-4122.995139
2707.831369,-4109.48823
2701.332802,-4117.492324
2130.500195,-4013
2712.330377,-4102.484648
2078.168544,-4115.33467
2887.923386,-4078.384862
2880.924929,-4067.879489
2624.44885,-3423.701123
2594.455465,-3393.685771
2586.44885,-3372.882815
2598.946095,-3381.887421
2608.94389,-3387.890491
2085.833979,-4680.163852
2539.959102,-3386.389724
2477.272944,-3415.204464
2267.048835,-3850.62897
2167.461623,-3941.436546
2165.961953,-3936.934243
2770.166982,-3674.499268
2765.166787,-3673
2388.154646,-4167.586466
2132.965606,-4014.981081
2089.96715,-3877.364393
1749.5,-3144.000366
1684.666201,-3158.667159
1687.666201,-3158.333206
3263.166787,-2774
3272.500195,-2816.334304
3208.5,-2880.668623
3303.666591,-2911.000366
3292.499609,-2909.000732
3367.999414,-2985.001463
3356.167372,-2919
1490.85052,-3089.736974
1499.420512,-3041.79528
1498.920622,-3040.294512
1495.421394,-3035.79221
3101.499805,-2651.334319
3099.500781,-2647.997805
1522.564804,-2983.433747
1532.062709,-2983.934003
2505.333604,-2434.999268
2433.16545,-2415.666047
2432.666622,-2439.666778
2436.555162,-2442.940404
2435.666622,-2436.667541
2450.000195,-2646.833938
2456,-2639.666794
2460.666787,-2629.833953
1235.000391,-3334.333344
1199.131401,-3294.628519
1138.344818,-3289.025647
1140.344377,-3283.022577
1148.000195,-3213.332475
1096.923276,-2950.739021
1210.698204,-3047.988742
1217.696661,-2992.960597
1224.695118,-3080.005117
1229.694015,-3082.006141
1241.349653,-3088.010746
1422.499609,-3014.333191
1418.666591,-3014.5
1348.925906,-3171.453448
1597.000391,-3080
1014.852189,-3440.546055
925.9642835,-3387.891003
921.9651654,-3387.390747
912.4672599,-3386.390235
1435.000195,-3324.334685
885.3722517,-3241.381009
1368.05526,-3525.614498
1360.333213,-3538.166809
611.9440001,-3612.370278
517.1648978,-3664.396888
603.941134,-3797.405331
2031.166396,-3099.500366
2033.331846,-3096.829563
2166.999609,-3035.667144
2368.000195,-3063.665681
674.1668172,-4364.832856
2577.000391,-3072
2579.833604,-3064.500366
463.5893861,-3996.268987
227.8140319,-4080.672
85.95006309,-4724.900726
936.3330181,-3817.66751
1106.667794,-3894.500732
979.0568221,-4081.590904
931.1672077,-3739.999268
976.5013669,-3721.498903
909.1662161,-3685.666809
905.8336039,-3682.500366
-16.83298754,-3179.833557
1122.999805,-3652.166413
-20.16639614,-3176.501097
-23.16642666,-3172.333923
163.6662009,-3021.001463
163.6662314,-3014.001097
1068.5,-3598.499634
71.6662314,-2858.833923
66.66541982,-2853.49305
59.66541982,-2857.66751
474,-2851.333572
475.1667867,-2843.333572
421.5,-2750.165712
425,-2749.834319
338.0003905,-2701.33249
247.6662009,-2661.499634
244.3336039,-2669.666778
238.3332133,-2663.666809
-82.84375,-2786.992188
-87.34375,-2784.992188
